Ref_Date,GEO,DWELCODE,FUELTYPE,CONSUMPTION,Vector,Coordinate,Value
2011,British Columbia,Duplex,Electricity,Gigajoules per household,v105819907,11.4.2.2,31.3
2013,British Columbia,Duplex,Electricity,Gigajoules per household,v105819907,11.4.2.2,28.2
2015,British Columbia,Duplex,Electricity,Gigajoules per household,v105819907,11.4.2.2,34.4
2011,British Columbia,Duplex,Electricity,Proportion of total energy (percent),v105819908,11.4.2.3,32.5
2013,British Columbia,Duplex,Electricity,Proportion of total energy (percent),v105819908,11.4.2.3,25.9
2015,British Columbia,Duplex,Electricity,Proportion of total energy (percent),v105819908,11.4.2.3,40.6
2011,British Columbia,Duplex,Electricity,Number of households,v105819909,11.4.2.4,45225
2013,British Columbia,Duplex,Electricity,Number of households,v105819909,11.4.2.4,116779
2015,British Columbia,Duplex,Electricity,Number of households,v105819909,11.4.2.4,32495
2011,British Columbia,Duplex,Natural gas,Gigajoules,v105819910,11.4.3.1,F
2013,British Columbia,Duplex,Natural gas,Gigajoules,v105819910,11.4.3.1,F
2015,British Columbia,Duplex,Natural gas,Gigajoules,v105819910,11.4.3.1,1635977
2011,British Columbia,Duplex,Natural gas,Gigajoules per household,v105819911,11.4.3.2,85.2
2013,British Columbia,Duplex,Natural gas,Gigajoules per household,v105819911,11.4.3.2,90.9
2015,British Columbia,Duplex,Natural gas,Gigajoules per household,v105819911,11.4.3.2,58
2011,British Columbia,Duplex,Natural gas,Proportion of total energy (percent),v105819912,11.4.3.3,67.5
2013,British Columbia,Duplex,Natural gas,Proportion of total energy (percent),v105819912,11.4.3.3,73.6
2015,British Columbia,Duplex,Natural gas,Proportion of total energy (percent),v105819912,11.4.3.3,59.4
2011,British Columbia,Duplex,Natural gas,Number of households,v105819913,11.4.3.4,F
2013,British Columbia,Duplex,Natural gas,Number of households,v105819913,11.4.3.4,102939
2015,British Columbia,Duplex,Natural gas,Number of households,v105819913,11.4.3.4,28183
2011,British Columbia,Duplex,Heating oil,Gigajoules,v105819914,11.4.4.1,F
2013,British Columbia,Duplex,Heating oil,Gigajoules,v105819914,11.4.4.1,F
2015,British Columbia,Duplex,Heating oil,Gigajoules,v105819914,11.4.4.1,F
2011,British Columbia,Duplex,Heating oil,Gigajoules per household,v105819915,11.4.4.2,F
2013,British Columbia,Duplex,Heating oil,Gigajoules per household,v105819915,11.4.4.2,F
2015,British Columbia,Duplex,Heating oil,Gigajoules per household,v105819915,11.4.4.2,F
2011,British Columbia,Duplex,Heating oil,Proportion of total energy (percent),v105819916,11.4.4.3,F
2013,British Columbia,Duplex,Heating oil,Proportion of total energy (percent),v105819916,11.4.4.3,F
2015,British Columbia,Duplex,Heating oil,Proportion of total energy (percent),v105819916,11.4.4.3,F
2011,British Columbia,Duplex,Heating oil,Number of households,v105819917,11.4.4.4,F
2013,British Columbia,Duplex,Heating oil,Number of households,v105819917,11.4.4.4,F
2015,British Columbia,Duplex,Heating oil,Number of households,v105819917,11.4.4.4,F
2011,British Columbia,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules,v105819918,11.5.1.1,13418389
2013,British Columbia,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules,v105819918,11.5.1.1,13796735
2015,British Columbia,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules,v105819918,11.5.1.1,20724051
2011,British Columbia,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules per household,v105819919,11.5.1.2,38.7
2013,British Columbia,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules per household,v105819919,11.5.1.2,57
2015,British Columbia,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules per household,v105819919,11.5.1.2,47.9
2011,British Columbia,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Number of households,v105819921,11.5.1.4,346821
2013,British Columbia,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Number of households,v105819921,11.5.1.4,241984
2015,British Columbia,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Number of households,v105819921,11.5.1.4,432841
2011,British Columbia,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules,v105819922,11.5.2.1,7167236
2013,British Columbia,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules,v105819922,11.5.2.1,5093827
2015,British Columbia,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules,v105819922,11.5.2.1,7117623
2011,British Columbia,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules per household,v105819923,11.5.2.2,20.7
2013,British Columbia,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules per household,v105819923,11.5.2.2,21.1
2015,British Columbia,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules per household,v105819923,11.5.2.2,16.4
2011,British Columbia,Low-rise apartment (fewer than 5 stories),Electricity,Proportion of total energy (percent),v105819924,11.5.2.3,53.4
2013,British Columbia,Low-rise apartment (fewer than 5 stories),Electricity,Proportion of total energy (percent),v105819924,11.5.2.3,36.9
2015,British Columbia,Low-rise apartment (fewer than 5 stories),Electricity,Proportion of total energy (percent),v105819924,11.5.2.3,34.3
2011,British Columbia,Low-rise apartment (fewer than 5 stories),Electricity,Number of households,v105819925,11.5.2.4,346821
2013,British Columbia,Low-rise apartment (fewer than 5 stories),Electricity,Number of households,v105819925,11.5.2.4,241984
2015,British Columbia,Low-rise apartment (fewer than 5 stories),Electricity,Number of households,v105819925,11.5.2.4,432841
2011,British Columbia,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules,v105819926,11.5.3.1,6237879
2013,British Columbia,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules,v105819926,11.5.3.1,F
2015,British Columbia,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules,v105819926,11.5.3.1,12498147
2011,British Columbia,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules per household,v105819927,11.5.3.2,37.2
2013,British Columbia,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules per household,v105819927,11.5.3.2,64.9
2015,British Columbia,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules per household,v105819927,11.5.3.2,80.7
2011,British Columbia,Low-rise apartment (fewer than 5 stories),Natural gas,Proportion of total energy (percent),v105819928,11.5.3.3,46.5
2013,British Columbia,Low-rise apartment (fewer than 5 stories),Natural gas,Proportion of total energy (percent),v105819928,11.5.3.3,63.1
2015,British Columbia,Low-rise apartment (fewer than 5 stories),Natural gas,Proportion of total energy (percent),v105819928,11.5.3.3,60.3
2011,British Columbia,Low-rise apartment (fewer than 5 stories),Natural gas,Number of households,v105819929,11.5.3.4,167694
2013,British Columbia,Low-rise apartment (fewer than 5 stories),Natural gas,Number of households,v105819929,11.5.3.4,134038
2015,British Columbia,Low-rise apartment (fewer than 5 stories),Natural gas,Number of households,v105819929,11.5.3.4,154859
2011,British Columbia,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules,v105819930,11.5.4.1,F
2013,British Columbia,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules,v105819930,11.5.4.1,F
2015,British Columbia,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules,v105819930,11.5.4.1,F
2011,British Columbia,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules per household,v105819931,11.5.4.2,F
2013,British Columbia,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules per household,v105819931,11.5.4.2,F
2015,British Columbia,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules per household,v105819931,11.5.4.2,F
2011,British Columbia,Low-rise apartment (fewer than 5 stories),Heating oil,Proportion of total energy (percent),v105819932,11.5.4.3,F
2013,British Columbia,Low-rise apartment (fewer than 5 stories),Heating oil,Proportion of total energy (percent),v105819932,11.5.4.3,F
2015,British Columbia,Low-rise apartment (fewer than 5 stories),Heating oil,Proportion of total energy (percent),v105819932,11.5.4.3,F
2011,British Columbia,Low-rise apartment (fewer than 5 stories),Heating oil,Number of households,v105819933,11.5.4.4,F
2013,British Columbia,Low-rise apartment (fewer than 5 stories),Heating oil,Number of households,v105819933,11.5.4.4,F
2015,British Columbia,Low-rise apartment (fewer than 5 stories),Heating oil,Number of households,v105819933,11.5.4.4,F
2011,British Columbia,High-rise apartment (5 stories or more),"Total, all energy types",Gigajoules,v105819934,11.6.1.1,F
2013,British Columbia,High-rise apartment (5 stories or more),"Total, all energy types",Gigajoules,v105819934,11.6.1.1,4744560
2015,British Columbia,High-rise apartment (5 stories or more),"Total, all energy types",Gigajoules,v105819934,11.6.1.1,9178897
2011,British Columbia,High-rise apartment (5 stories or more),"Total, all energy types",Gigajoules per household,v105819935,11.6.1.2,77.7
2013,British Columbia,High-rise apartment (5 stories or more),"Total, all energy types",Gigajoules per household,v105819935,11.6.1.2,28.8
2015,British Columbia,High-rise apartment (5 stories or more),"Total, all energy types",Gigajoules per household,v105819935,11.6.1.2,46.8
2011,British Columbia,High-rise apartment (5 stories or more),"Total, all energy types",Number of households,v105819937,11.6.1.4,F
2013,British Columbia,High-rise apartment (5 stories or more),"Total, all energy types",Number of households,v105819937,11.6.1.4,164551
2015,British Columbia,High-rise apartment (5 stories or more),"Total, all energy types",Number of households,v105819937,11.6.1.4,196056
2011,British Columbia,High-rise apartment (5 stories or more),Electricity,Gigajoules,v105819938,11.6.2.1,F
2013,British Columbia,High-rise apartment (5 stories or more),Electricity,Gigajoules,v105819938,11.6.2.1,2656439
2015,British Columbia,High-rise apartment (5 stories or more),Electricity,Gigajoules,v105819938,11.6.2.1,3841550
2011,British Columbia,High-rise apartment (5 stories or more),Electricity,Gigajoules per household,v105819939,11.6.2.2,25.8
2013,British Columbia,High-rise apartment (5 stories or more),Electricity,Gigajoules per household,v105819939,11.6.2.2,16.1
2015,British Columbia,High-rise apartment (5 stories or more),Electricity,Gigajoules per household,v105819939,11.6.2.2,19.6
2011,British Columbia,High-rise apartment (5 stories or more),Electricity,Proportion of total energy (percent),v105819940,11.6.2.3,F
2013,British Columbia,High-rise apartment (5 stories or more),Electricity,Proportion of total energy (percent),v105819940,11.6.2.3,56
2015,British Columbia,High-rise apartment (5 stories or more),Electricity,Proportion of total energy (percent),v105819940,11.6.2.3,41.9
2011,British Columbia,High-rise apartment (5 stories or more),Electricity,Number of households,v105819941,11.6.2.4,F
2013,British Columbia,High-rise apartment (5 stories or more),Electricity,Number of households,v105819941,11.6.2.4,164551
2015,British Columbia,High-rise apartment (5 stories or more),Electricity,Number of households,v105819941,11.6.2.4,196056
2011,British Columbia,High-rise apartment (5 stories or more),Natural gas,Gigajoules,v105819942,11.6.3.1,F
2013,British Columbia,High-rise apartment (5 stories or more),Natural gas,Gigajoules,v105819942,11.6.3.1,F
2015,British Columbia,High-rise apartment (5 stories or more),Natural gas,Gigajoules,v105819942,11.6.3.1,5337347
2011,British Columbia,High-rise apartment (5 stories or more),Natural gas,Gigajoules per household,v105819943,11.6.3.2,F
2013,British Columbia,High-rise apartment (5 stories or more),Natural gas,Gigajoules per household,v105819943,11.6.3.2,F
2015,British Columbia,High-rise apartment (5 stories or more),Natural gas,Gigajoules per household,v105819943,11.6.3.2,79.8
2011,British Columbia,High-rise apartment (5 stories or more),Natural gas,Proportion of total energy (percent),v105819944,11.6.3.3,F
2013,British Columbia,High-rise apartment (5 stories or more),Natural gas,Proportion of total energy (percent),v105819944,11.6.3.3,F
2015,British Columbia,High-rise apartment (5 stories or more),Natural gas,Proportion of total energy (percent),v105819944,11.6.3.3,58.1
2011,British Columbia,High-rise apartment (5 stories or more),Natural gas,Number of households,v105819945,11.6.3.4,F
2013,British Columbia,High-rise apartment (5 stories or more),Natural gas,Number of households,v105819945,11.6.3.4,F
2015,British Columbia,High-rise apartment (5 stories or more),Natural gas,Number of households,v105819945,11.6.3.4,66869
2011,British Columbia,High-rise apartment (5 stories or more),Heating oil,Gigajoules,v105819946,11.6.4.1,F
2013,British Columbia,High-rise apartment (5 stories or more),Heating oil,Gigajoules,v105819946,11.6.4.1,F
2015,British Columbia,High-rise apartment (5 stories or more),Heating oil,Gigajoules,v105819946,11.6.4.1,F
2011,British Columbia,High-rise apartment (5 stories or more),Heating oil,Gigajoules per household,v105819947,11.6.4.2,F
2013,British Columbia,High-rise apartment (5 stories or more),Heating oil,Gigajoules per household,v105819947,11.6.4.2,F
2015,British Columbia,High-rise apartment (5 stories or more),Heating oil,Gigajoules per household,v105819947,11.6.4.2,F
2011,British Columbia,High-rise apartment (5 stories or more),Heating oil,Proportion of total energy (percent),v105819948,11.6.4.3,F
2013,British Columbia,High-rise apartment (5 stories or more),Heating oil,Proportion of total energy (percent),v105819948,11.6.4.3,F
2015,British Columbia,High-rise apartment (5 stories or more),Heating oil,Proportion of total energy (percent),v105819948,11.6.4.3,F
2011,British Columbia,High-rise apartment (5 stories or more),Heating oil,Number of households,v105819949,11.6.4.4,F
2013,British Columbia,High-rise apartment (5 stories or more),Heating oil,Number of households,v105819949,11.6.4.4,F
2015,British Columbia,High-rise apartment (5 stories or more),Heating oil,Number of households,v105819949,11.6.4.4,F
2011,British Columbia,Mobile home,"Total, all energy types",Gigajoules,v105819950,11.7.1.1,F
2013,British Columbia,Mobile home,"Total, all energy types",Gigajoules,v105819950,11.7.1.1,3209198
2015,British Columbia,Mobile home,"Total, all energy types",Gigajoules,v105819950,11.7.1.1,F
2011,British Columbia,Mobile home,"Total, all energy types",Gigajoules per household,v105819951,11.7.1.2,F
2013,British Columbia,Mobile home,"Total, all energy types",Gigajoules per household,v105819951,11.7.1.2,70.6
2015,British Columbia,Mobile home,"Total, all energy types",Gigajoules per household,v105819951,11.7.1.2,89
2011,British Columbia,Mobile home,"Total, all energy types",Number of households,v105819953,11.7.1.4,F
2013,British Columbia,Mobile home,"Total, all energy types",Number of households,v105819953,11.7.1.4,45447
2015,British Columbia,Mobile home,"Total, all energy types",Number of households,v105819953,11.7.1.4,44505
2011,British Columbia,Mobile home,Electricity,Gigajoules,v105819954,11.7.2.1,F
2013,British Columbia,Mobile home,Electricity,Gigajoules,v105819954,11.7.2.1,F
2015,British Columbia,Mobile home,Electricity,Gigajoules,v105819954,11.7.2.1,908234
2011,British Columbia,Mobile home,Electricity,Gigajoules per household,v105819955,11.7.2.2,F
2013,British Columbia,Mobile home,Electricity,Gigajoules per household,v105819955,11.7.2.2,40.8
2015,British Columbia,Mobile home,Electricity,Gigajoules per household,v105819955,11.7.2.2,20.4
2011,British Columbia,Mobile home,Electricity,Proportion of total energy (percent),v105819956,11.7.2.3,F
2013,British Columbia,Mobile home,Electricity,Proportion of total energy (percent),v105819956,11.7.2.3,57.7
